id,month,skills,has_skills,full_text
48756588,2026-07,Rust|computer programming|computer science|geographic information systems|integrated development environment software,1,"St. Jude Children's Research Hospital | Sr. Staff or Principal Software Engineer, Rust Genomics Infrastructure | Memphis, TN | ONSITE (2x/week onsite) or REMOTE | $125,840 - $238,160 |  https://www.st"
48749185,2026-07,LESS|computer programming|firmware|robotics,1,"Robotics startup (STEALTH + YC S26) | Principal Mechanical + Firmware + SWE | SF Bay Area | ONSITE | $200–250k + 1–2% equity + benefits We are a new robotics company based in Palo Alto, California, bu"
48788391,2026-07,AI|AWS|computer technology|geographic information systems,1,"Grace AI Control | Founding CTO | Wilmington, NC (Eastern NC preferred) or Remote (US) | Full-time | Equity-first Grace AI Control | Founding CTO | Wilmington, NC (Eastern NC preferred) or REMOTE (US)"
48752077,2026-07,computer programming|firmware,1,"BREAKFAST Studio | Senior Technical Program Manager | Brooklyn, NYC (ONSITE) | Full-time | $180k–$210k base + bonus | theartistbreakfast.com We're BREAKFAST Studio, a kinetic-art studio at the Brookly"
48749307,2026-07,electronic communication|go,1,"Talk Machine | Founding Engineers | Remote (or London, Europe, Dubai) https://talkmachine.com/jobs/engineer https://talkmachine.com/jobs/mobile Hello. I'm the founder of Talk Machine, previously found"
48750001,2026-07,C++|computer programming,1,"Junior | Remote | Any Time Zone I don't think I can afford hiring someone in north america, I'm not a company, this is a small project that'll take more than a year I'm looking for someone who underst"
48748378,2026-07,Source (digital game creation systems)|geographic information systems|integrated development environment software,1,"FUTO |  https://futo.tech  | Austin, TX | REMOTE(Worldwide) or ONSITE | Full Time FUTO is an organization dedicated to developing, both through internal engineering and investment, technologies that f"
48778752,2026-07,Rust|Unity (digital game creation systems)|learning management systems,1,"LabAMI | Full-Stack Engineer | Remote (US) | Equity Only |  https://labami.ai 
Help Us Shape the Future of Music Education LabAMI’s mission is to harness technology to make learning music more accessi"
48769712,2026-07,Unclassified,0,"Cascade Space (YC P25) | San Francisco, CA - ONSITE | Full-time | Senior Mechanical Engineer | $150k - $190k base salary + equity |  https://cascadespace.com/careers/mech-e/ Cascade Space is building "
48748028,2026-07,Unclassified,0,"Conservation Metrics | Lead Software Engineer, Data Sovereignty | REMOTE (US) | $124-150k with 4-day 38-hr workweek Indigenous People around the world are working tirelessly to protect and manage thei"
48783722,2026-07,JavaScript|TypeScript|fastapi|gcp|geographic information systems|next.js|python|react|redis|terraform|typescript,1,"Make Waves |  https://makewaves.fm  | multiple roles | FULLTIME (4-5 days), 4DWW | ONSITE - HYBRID - REMOTE (NL preferred, EU considered) | Amsterdam, NL We are a DIY distribution and promotion platfo"
