id,month,skills,has_skills,full_text,role,skill_category
48756588,2026-07,Rust,1,"St. Jude Children's Research Hospital | Sr. Staff or Principal Software Engineer, Rust Genomics Infrastructure | Memphis, TN | ONSITE (2x/week onsite) or REMOTE | $125,840 - $238,160 |  https://www.st",General Software Engineer,Languages
48749185,2026-07,Unclassified,0,"Robotics startup (STEALTH + YC S26) | Principal Mechanical + Firmware + SWE | SF Bay Area | ONSITE | $200–250k + 1–2% equity + benefits We are a new robotics company based in Palo Alto, California, bu",Unclassified,Other
48788391,2026-07,AI|AWS,1,"Grace AI Control | Founding CTO | Wilmington, NC (Eastern NC preferred) or Remote (US) | Full-time | Equity-first Grace AI Control | Founding CTO | Wilmington, NC (Eastern NC preferred) or REMOTE (US)",Cloud Engineer,ML & AI
48752077,2026-07,Unclassified,0,"BREAKFAST Studio | Senior Technical Program Manager | Brooklyn, NYC (ONSITE) | Full-time | $180k–$210k base + bonus | theartistbreakfast.com We're BREAKFAST Studio, a kinetic-art studio at the Brookly",Unclassified,Other
48749307,2026-07,Go,1,"Talk Machine | Founding Engineers | Remote (or London, Europe, Dubai) https://talkmachine.com/jobs/engineer https://talkmachine.com/jobs/mobile Hello. I'm the founder of Talk Machine, previously found",General Software Engineer,Languages
48750001,2026-07,C++,1,"Junior | Remote | Any Time Zone I don't think I can afford hiring someone in north america, I'm not a company, this is a small project that'll take more than a year I'm looking for someone who underst",General Software Engineer,Languages
48748378,2026-07,Unclassified,0,"FUTO |  https://futo.tech  | Austin, TX | REMOTE(Worldwide) or ONSITE | Full Time FUTO is an organization dedicated to developing, both through internal engineering and investment, technologies that f",Unclassified,Other
48778752,2026-07,Rust|Unity,1,"LabAMI | Full-Stack Engineer | Remote (US) | Equity Only |  https://labami.ai 
Help Us Shape the Future of Music Education LabAMI’s mission is to harness technology to make learning music more accessi",General Software Engineer,Languages
48769712,2026-07,Unclassified,0,"Cascade Space (YC P25) | San Francisco, CA - ONSITE | Full-time | Senior Mechanical Engineer | $150k - $190k base salary + equity |  https://cascadespace.com/careers/mech-e/ Cascade Space is building ",Unclassified,Other
48748028,2026-07,Unclassified,0,"Conservation Metrics | Lead Software Engineer, Data Sovereignty | REMOTE (US) | $124-150k with 4-day 38-hr workweek Indigenous People around the world are working tirelessly to protect and manage thei",Unclassified,Other
48783722,2026-07,FastAPI|GCP|JavaScript|NextJS|Python|React|Redis|Terraform|TypeScript,1,"Make Waves |  https://makewaves.fm  | multiple roles | FULLTIME (4-5 days), 4DWW | ONSITE - HYBRID - REMOTE (NL preferred, EU considered) | Amsterdam, NL We are a DIY distribution and promotion platfo",Frontend Engineer,Backend
48750628,2026-07,AI,1,"MassChallenge | Chief Technology Officer | Boston, MA | HYBRID (2 days/week in office preferred) | Full-time | $180k-$200K + great benefits/WLB Hi HN! I'm posting my own backfill, as I'm leaving MassC",General Software Engineer,ML & AI
48751339,2026-07,Unclassified,0,"Fluidstack | SWE, SRE, Infrastructure, Security, Product, Design | SFO, SEA, NYC, ATX (Onsite)| Full-time | fluidstack.io Fluidstack is building supercomputers for hyperscalers and frontier labs. We d",Unclassified,Other
48748407,2026-07,Deel,1,"Yuzu Health (yuzu.health, Series A) | Location: New York City (Flatiron) | ONSITE Pitch: Yuzu is not a wrapper, point solution, or integration on top of something. Our platform makes it easy for anyon",General Software Engineer,Other
48751068,2026-07,BigQuery|SQL,1,"IPinfo.io | Data Engineer | REMOTE (Anywhere) | Full-time IPinfo is a leading provider of IP address data, including geolocation, VPN and residential proxy detection, mobile carrier data, and over 20 ",Database Engineer,Databases
48748749,2026-07,AI|Kubernetes|React|React Native,1,"Wildflower Health | Junior Software Engineer | Remote (US) | Full Time Wildflower provides a modular suite of software, support, and services, partnering with healthcare providers and payers at any st",Frontend Engineer,ML & AI
48787393,2026-07,Unclassified,0,"Racct | Senior Flutter/Dart Product Engineer | Remote, US overlap preferred | Contract/part-time/full-time | Flutter, Dart, Firebase, Jaspr |  https://gist.github.com/jackocyber/6c63ab1fe2f753880bc63a",Unclassified,Other
48751006,2026-07,AI,1,"Distru ( https://www.distru.com ) | Senior Software Engineer | USA | REMOTE (Americas & Europe) | Full-Time Distru is the #1 ERP in the cannabis industry, $3B in annual sales flows through our platfor",General Software Engineer,ML & AI
48758483,2026-07,AWS|PostgreSQL|Ruby,1,"Rail Europe ( https://wwww.raileurope.com/ ) | Hiring in Paris and REMOTE | Senior SWE | Full-time Rail Europe is a global travel tech company and the reference brand for European train booking.
We're",Backend Engineer,Cloud
48762916,2026-07,LLM,1,"Kog ( https://kog.ai ) | GPU Engineer | Paris, France | REMOTE within a Europe-compatible timezone, one week per month onsite in Paris We are hiring a GPU Engineer to work on the fastest LLM inference",ML / AI Engineer,ML & AI
48760010,2026-07,AI|Go,1,"Pango (YC S26)| Founding Full-stack Software Engineer | On-site (hybrid) in Stockholm, Sweden (Visa Sponsorship possible) | Full time
Pango is building the world's first Agentic Operating System for e",General Software Engineer,ML & AI
48780213,2026-07,AI|AWS|Azure|GCP|Machine Learning|PyTorch|Python|TensorFlow,1,"Can you change this to the following: ML6 | Senior AI Engineer | Python, TensorFlow, PyTorch, GCP, AWS, Azure | Full-time | Amsterdam, Berlin, Munich, Eindhoven, Ghent (EU) On-site/hybrid We are an AI",Backend Engineer,ML & AI
48764582,2026-07,Go|Kotlin|MongoDB|PHP|Python|React|Ruby|Rust|Swift,1,SerpApi | Junior to Senior Fullstack Engineer multiple positions | Customer Success Engineer | Senior Content Specialist | SEO Specialist | Python/Ruby/PHP/JS/Rust/Kotlin/Swift/Go/PHO Developer Advoca,Frontend Engineer,Languages
48779432,2026-07,Machine Learning,1,Hi! My name is Sophia. I’m the Co-Founder and CEO of Sonibel Instruments. We’re a hardtech startup with the mission of modernizing manufacturing so we can keep up with the world’s growing demand for u,ML / AI Engineer,ML & AI
48761162,2026-07,AI|LLM|Plamo|R,1,"Preferred Networks | Tokyo or Remote in Japan | Full-time |  https://www.preferred.jp/en Preferred Networks is an AI company based in Tokyo working across the stack, from AI chips and computing infras",ML / AI Engineer,ML & AI
48757283,2026-07,Machine Learning|Nature,1,"Prior Labs | Berlin / Freiburg / NYC | ONSITE | Full-time | Multiple Roles |  https://priorlabs.ai/ Deep learning transformed text and images but mostly skipped tables, even though they're behind most",ML / AI Engineer,ML & AI
48756639,2026-07,Django|GCP|PostgreSQL|Python|React|React Native,1,"Dashdoc | Product/Software Engineer, BeNeLux Expansion | Dutch-speaking | REMOTE / EU | Full-time | €50k–€80k | React, React Native, Python/Django, PostgreSQL, GCP Dashdoc is a SaaS Transport Manageme",Frontend Engineer,Backend
48756811,2026-07,Unclassified,0,"Annex Risk | Full-stack + Backend Engineer | Bay Area, Austin | Full-time The cost of homeowners insurance, especially in natural catastrophe prone areas, has skyrocketed in recent years. Annex is sol",Unclassified,Other
48751913,2026-07,Unclassified,0,"ALBERT | REMOTE ALMOST ANYWHERE IN THE WORLD| Hiring principal and distinguished engineers to build net new products | up to ~ $750k
Hiring: exceptional consumer product engineers at Albert. We're a c",Unclassified,Other
48749718,2026-07,AI,1,"Kadoa | Software & Data Engineers | Remote | Full-Time |  https://kadoa.com Kadoa is the web data layer for finance. We use coding agents to build, monitor, and repair deterministic data pipelines for",General Software Engineer,ML & AI
48750474,2026-07,AI|Machine Learning,1,"Bucket Robotics (YC S24) | Senior Fullstack Engineer | San Francisco, CA (On-site) Bucket Robotics turns CAD files into production-ready computer vision models that detect defects instantly with zero ",ML / AI Engineer,ML & AI
48750767,2026-07,Unclassified,0,"Yardstik | Senior Software Engineer | Minneapolis, MN | $120,000 - $200,000 Yardstik is a start-up software company with a mission of building trust and safety into the Internet Economy. The world of ",Unclassified,Other
48749101,2026-07,AWS|C++|Geo|Kubernetes|Python|Terraform,1,"Ecosmic | Senior DevOps Engineer | Remote (Italy) | €50,000–€60,000 Ecosmic is on a mission to reduce threat exposure in space by building software for Space Situational Awareness. To achieve this, we",Backend Engineer,Cloud
48754238,2026-07,Unclassified,0,"Column ( https://column.com/ ) | San Francisco, CA (ONSITE) | Full Time | Software Eng (Infrastructure), Software Eng (Backend), Software Eng (Product) Column is building the infrastructure that power",Unclassified,Other
48748697,2026-07,Unclassified,0,"Friendly Captcha | Developer Relations | PART-TIME or FULL-TIME | Munich area, Germany |  https://friendlycaptcha.com At Friendly Captcha we do one thing and we do it well: we protect websites from ma",Unclassified,Other
48752134,2026-07,AWS|Ansible|Go|Kubernetes|Saltstack|Terraform,1,Spacelift | Remote (Europe) | Full-time | Senior Software Engineer | $80k-$110k+ (can go higher) We're a VC-funded startup (recently raised $51M Series C) building an infrastructure orchestrator and c,DevOps Engineer,Cloud
48753234,2026-07,JavaScript|Nestjs|PostgreSQL|React|React Native|TypeScript,1,"Solace Health | 1st Staff Mobile Engineer + Multiple Product Engineering Roles | REMOTE (US) | Full-time | No visa sponsorship offered We're Solace Health. In four years, we've provided free healthcar",Frontend Engineer,Languages
48751039,2026-07,AI|Airflow|Python|SQL|dbt,1,"Forecasting Research Institute (FRI) | Data Engineer | REMOTE | Full-time We're a ~20-person nonprofit doing forecasting research on high-stakes problems, including AI progress, biosecurity, and nucle",Backend Engineer,ML & AI
48772462,2026-07,Docker|Python,1,Senior Python Backend Engineer | REMOTE (EMEA/APAC) We’re looking for Python backend engineers to work on a trustless supercluster of performance-proofed GPU-enabled sandboxed docker container runners,Backend Engineer,DevOps
48753172,2026-07,AI|AWS|JavaScript|Node.js|Python|React|TypeScript,1,"Ojin | Product Engineer | HYBRID (Berlin) or REMOTE (CET ±2h) | Full-time Hi HN! I'm Seema, Tech Recruiter at Ojin, and we're looking for a Product Engineer to join our small team. We build the infras",Frontend Engineer,ML & AI
48768633,2026-07,AI|Python,1,"Weave Bio | Full time |  https://weave.bio/careers  | Series A
Weave Bio has developed an AI-native platform to help research and discovery scientists get through the FDA regulatory submissions proces",Backend Engineer,ML & AI
48756786,2026-07,AI|LLM|Rust,1,"ProxyBase ( https://proxybase.xyz ) | Rust Backend Engineers & Full-Stack Developers | Remote (Global) | Full-Time | $100k-$160k + Equity Hey HN, we’re ProxyBase. We’re building an API-first, fully he",ML / AI Engineer,ML & AI
48749443,2026-07,AI,1,"Hey HN! Air Space Intelligence ( https://www.airspace-intelligence.com ) is hiring in Boston. We're a frontier AI and product company for critical industries and defense, backed by a16z. Last week, th",General Software Engineer,ML & AI
48751855,2026-07,Ruby,1,"AREO | Remote (EU) | Full-Time | Equity | Roles: [Engineering Manager (Ruby on Rails), Lead Product Engineer (Ruby on Rails)] My name is Marius and I am the CTO at AREO ( https://goareo.com/ ). AREO, ",Backend Engineer,Languages
48752786,2026-07,Kubernetes|MongoDB,1,"MongoDB | Senior/Staff/Lead SRE and Infra SWE | REMOTE OR HYBRID (US, Ireland) | Full-Time We are looking for experienced Site Reliability Engineers and Infrastructure Software Engineers to help build",DevOps Engineer,DevOps
48747990,2026-07,AI,1,"We The Flywheel | AI-Native Engineers & Operators | REMOTE (worldwide) | Contract / Part-time (10–40 hrs/wk) We're a remote-first digital product studio building across sports media, AI, fitness, and ",General Software Engineer,ML & AI
48749540,2026-07,AI|Go,1,"Rho | Software Engineer | NYC (Soho) | ONSITE | Full-time | $170K-$270K + equity |  https://rho.co/ Rho is the modern banking platform built for startups: open accounts, issue cards, manage expenses, ",General Software Engineer,ML & AI
48748705,2026-07,C++|Go|JavaScript|Python|Ruby|Rust|TypeScript,1,"Fastly | Software Engineers (Senior, Staff, Principal) | REMOTE or ONSITE (multiple countries) | Full-time When you look at the headers of major websites, you’ll see us. If it has to be performant, se",Backend Engineer,Languages
48748034,2026-07,Rust,1,"Anori Tech | Embedded Rust Engineer | Hamburg, Germany | HYBRID | Full-time |  http://anoritech.com/ Apply here:  https://nice-channel-658.notion.site/Embedded-Rust-Engineer-... We're building a softw",General Software Engineer,Languages
48749201,2026-07,AWS|Angular|Java|JavaScript|Kubernetes|Python|SQL|Terraform|Trino|TypeScript,1,"Splash Tech| Backend and Devops Mid-Senior/Senior | Remote( +-2 EU CET) |  Full Time |  https://splash.tech/ We’re a small UK-based free-to-play gaming company with a distributed EU team, growing fast",Frontend Engineer,Cloud
48782067,2026-07,AI,1,"PostSilo is a privacy-first company building an AI automation platform for professional services firms that handle sensitive, high-volume client work. We're hiring two founding engineers to take the p",General Software Engineer,ML & AI
48749343,2026-07,Unclassified,0,PlantingSpace | Full-time | Remote (EU time zone) + Quarterly Meet-ups |  https://planting.space We're building a system that represents domain knowledge as modular probabilistic models — making analy,Unclassified,Other
48748003,2026-07,AI|LLM,1,SmarterDx | 150-250k+ + equity + benefits | Remote (US only) | Multiple roles |  https://smarterdx.com/careers SmarterDx builds clinical AI for one of healthcare’s most broken systems: how hospitals g,ML / AI Engineer,ML & AI
48750150,2026-07,JavaScript|React|Ruby|TypeScript,1,"Company: Jukebox Health
Job title: Senior Fullstack Engineer
Role type: Full-time
Location: Remote (US)
Salary range: $180.000-210,000/year + company equity
Company stage: Series A (1-50) What’s excit",Frontend Engineer,Languages
48778245,2026-07,AI,1,Flotive AI |  https://flotive.ai  | Founding Software Engineer | Jersey City / New York Metropolitan Area / NYC Area | Onsite We're building AI that helps accelerate permitting and regulatory complian,General Software Engineer,ML & AI
48769989,2026-07,Data Engineering|Python|SQL|Snowflake,1,L'Occitane en Provence North America | Data Engineer / Platform Owner | Full Time | New York City (Midtown Manhattan) | On-Site (3x/week) | $110k ~ $120k (negotiable) | No visa sponsorship offered |  ,Backend Engineer,Other
48772521,2026-07,PostgreSQL|Python|R|SQL,1,"Odoo | Software Developer | Hybrid (Belgium, 3 days/week) | Full-time | Visa + €10k Signing Bonus |  https://www.odoo.com/r/4zN Odoo builds open-source business apps used by millions. We're hiring sof",Backend Engineer,Databases
48766311,2026-07,AI|Nature,1,"Radical Numerics | San Francisco, ONSITE (also Tokyo for some roles) | Full-time |  https://jobs.ashbyhq.com/radical-numerics Radical Numerics is an AI research lab building general biological intelli",General Software Engineer,ML & AI
48749051,2026-07,Unclassified,0,"MONUMENTAL |  https://www.monumental.co/  | Amsterdam, The Netherlands | Full Time | Onsite We make robots that autonomously construct buildings, starting with bricklaying. There's a lot of vapourware",Unclassified,Other
48761138,2026-07,Go|NextJS|React,1,"Makeship | Senior Software Engineer + Staff Engineer (Systems & Integrations) | Toronto, Canada | REMOTE (Canada only) Makeship empowers influencers, creators, and brands of all sizes to develop and l",Frontend Engineer,Languages
48761457,2026-07,AI|AWS|GCP|Grafana|JavaScript|Prometheus|PyTorch|Python|R|Terraform|TypeScript,1,Runway | Trust & Safety Engineer |  London / NYC / SF / Seattle / Remote (US + Europe) | Full-time We're hiring a Trust & Safety Engineer to join Runway's AI Safety and Responsibility team. Runway bui,Backend Engineer,ML & AI
48750829,2026-07,AWS|Docker|PostgreSQL|Python|S18|Terraform,1,"Enveritas (YC S18, non-profit) | Backend Software Engineer | Remote (Global) |  https://enveritas.org/jobs/ Enveritas is a 501(c)(3) nonprofit working on sustainability issues facing smallholder coffe",Backend Engineer,Cloud
48772824,2026-07,JavaScript|MongoDB|Node.js|Raycast|Redis|TypeScript,1,"Featurebase | Full-stack Product Engineer | REMOTE (EU) | Full-time Modern customers support & product feedback platform powering thousands of teams, including Lovable, Raycast, and n8n. Fully bootstr",Backend Engineer,Languages
48749843,2026-07,JavaScript|PostgreSQL|TypeScript,1,"Vitalize | Full-time Engineer | Remote (US, SF in-person preferred) What we do: We're a Series A, ~50 person company building the operating system for hospital labor and capacity. Hospitals today manu",Backend Engineer,Languages
48775598,2026-07,AWS|JavaScript|Python|TypeScript,1,"Confido | Forward Deployed Engineer | $200-270k BASE | ON-SITE (NYC, Chelsea) | Full-time We manage over $3B for CPG brands like OLIPOP, Tropicana, and Dr. Squatch. We 5x'ed revenue last year and are ",Backend Engineer,Cloud
48761473,2026-07,Redis|Rust,1,"Mainmatter ( https://mainmatter.com/rust-consulting/ ) | REMOTE (EU) | Rust Engineering Consultant | Full-time | 80-100k€ Mainmatter ( https://mainmatter.com ), the company behind EuroRust ( https://e",General Software Engineer,Databases
48764956,2026-07,AI|AWS|JavaScript|Python|TypeScript,1,Cambium Assessment Inc | Senior Software Engineer (AI Applications) | Remote (US) | Full-time | No Visa Sponsorship | $140K - $170K |  https://www.cambiumassessment.com Cambium Assessment is a leader ,Backend Engineer,ML & AI
48774583,2026-07,Ios|Kotlin|Rust|Swift,1,"Amo | Senior Software Engineers (Rust, iOS, Android) | Paris, France | ONSITE | Full-time | Visa Sponsorship At amo, we are building consumer social apps designed to get people off their phones and in",General Software Engineer,Other
48762099,2026-07,AI|Azure|GitHub Actions|R|Terraform,1,"SouthState Bank | HYBRID — Charleston SC, Columbia SC, Winter Haven FL, or McKinney TX | Full time | U.S. work authorization required SouthState is actively hiring for two engineering roles and commit",DevOps Engineer,ML & AI
48762195,2026-07,AI|Blockchain Consensus Mechanisms|LLM|React,1,Vertex Inc  https://www.vertexinc.com/  | AI Product Engineer | Full-time | US | $104.9k–$136.4k + bonus Vertex is hiring an AI Product Engineer to build production AI products for real enterprise wor,Frontend Engineer,ML & AI
