id,month,skills,has_skills,full_text
49176763,2026-08,AI|Computer Assisted Language Learning|JavaScript|LLM|Next.js|Redis|TypeScript|augmented reality|computer technology|geographic information systems|learning management systems,1,"River (rivergtm.com) | NYC, on-site | Founding Engineer + Product Engineer | Full-time River builds voice AI agents for B2B comapnies. Our agent talks with prospects in real time, answers hard questio"
49159312,2026-08,Source (digital game creation systems)|computer programming|geographic information systems,1,"CodeWeavers | St Paul, MN, USA | Full Time | REMOTE | macOS low-level Open Source Developers | C-language systems programming https://www.codeweavers.com/about/jobs CodeWeavers needs new, full-time de"
49175789,2026-08,AI|AWS|Azure|GCP|ML|PyTorch|Python|Python (computer programming)|TensorFlow|hardware testing methods,1,"ML6 | Senior AI Engineer | Python, TensorFlow, PyTorch, GCP, AWS, Azure | Full-time | Amsterdam, Berlin, Munich, Eindhoven, Ghent (EU) On-site/hybrid We are an AI engineering company that builds end-t"
49165394,2026-08,AI|CI/CD|Python|computer technology|create prototype of user experience solutions|learning management systems,1,"Proxima Fusion | Senior Software Engineer (Dev Platform) | Munich, Germany | ONSITE | Full-time We're building the world's first commercial stellarator fusion power plant. First spin-out from the Max "
49159002,2026-08,geographic information systems|learning management systems,1,"Friendly Captcha | Developer Relations | PART-TIME or FULL-TIME | Munich area, Germany |  https://friendlycaptcha.com At Friendly Captcha we do one thing and we do it well: we protect websites from ma"
49173892,2026-08,AI|computer technology|geographic information systems|learning management systems,1,"Shovels | Remote | Senior Data & Platform (Remote, Europe) | Senior Full-Stack Product (Remote, EU/US) | Full-time Everyone building with AI is crowded into the digital world: dev tools, copilots, age"
49174463,2026-08,AI|AWS|Chobani|JavaScript|Kubernetes|ML|Python|TypeScript|augmented reality|geographic information systems|machine learning,1,"Confido | ML Ops, AI, Platform/Core | NYC (Chelsea) | $200k–$350k+ Base We're building the AI operating system for CPG brands like OLIPOP, Tropicana, Dr. Squatch, Chobani, and 200+ others. Our custome"
49158050,2026-08,JavaScript|TypeScript|Typescript|Unity (digital game creation systems),1,"Normal | Senior SWE Backend | Full-time | $100-140K USD | Remote PT/ET Hours | Typescript/Node/Postgres roles I'm the founder of Normcore.io, an autoscaling game server hosting service and Unity plugi"
49171913,2026-08,AI|LESS|Rust|computer programming|computer technology|learning management systems,1,"Pango | Founding Software Engineer | On-site (hybrid) in Stockholm, Sweden (Visa Sponsorship possible) | Full time Pango is building the world's first Agentic Operating System for e-commerce logistics"
49177149,2026-08,DevOps|geographic information systems,1,One Way Tech Hubs | Software Engineers | Fully Remote (US) | Full-Time We are looking for experienced US-based software engineers to work with our clients on exciting technology projects.Candidates sh
49175620,2026-08,AI|Angular|Docker|FastAPI|Python|Python (computer programming)|Redis|computer technology,1,"Landjourney | Senior Full-Stack Engineer | Montreal, QC (hybrid, 2-3 days/week onsite) | Full-time | $160-170K CAD We build lending software for agriculture: loan origination, automated document colle"
49170963,2026-08,integrated development environment software|machine learning|natural language processing,1,"G-Research | London, UK | On-site |  https://www.gresearch.com/ At G-Research, researchers and engineers work side by side to solve some of the most complex problems in quantitative finance. Together,"
49171202,2026-08,AI|computer technology|geographic information systems,1,"Sourcegraph | Remote | Full-Time | SWE, Tech Lead, Agent Engineer, Product Manager, Product Marketing Manager |  https://sourcegraph.com Sourcegraph is building the context layer for AI-powered softwa"
49169663,2026-08,JavaScript|ML|Pandas|PyTorch|Python|SQL|TypeScript,1,"Arsenal FC | Research Engineer | London Colney, UK | HYBRID | FULL-TIME Yes, the 25/26 Premier League Champions! You'd be embedded with the Men's First Team analysis dept building the internal tooling"
49170090,2026-08,signal processing,1,"Atom Computing | Many posititions | Boulder, CO/Austin, TX/Berkeley, CA | Some ONSITE, Some HYBRID We're hiring software engineers, hardware engineers, RF engineers, FPGA and ASIC engineers, Optics/Me"
49163160,2026-08,AI|ML|augmented reality|computer science|computer vision,1,"Stellar Science  | Hybrid (USA) Albuquerque NM, Washington DC (Tysons VA), Dayton OH | Full time, interns/co-ops | U.S. citizenship required |  https://www.stellarscience.com Company : We're a small s"
