id,month,skills,has_skills,full_text
46467610,2026-01,Go|MiLaboratories|computer programming,1,"MiLaboratories | Bilbao, Spain | ONSITE | VISA SPONSORSHIP | RELOCATION SUPPORT We are MiLaboratories, the team behind Platforma.bio & MiXCR. We are building the ""OS for Biology""—a platform that proce"
46468406,2026-01,AWS|JavaScript|React|TypeScript|computer programming|computer technology|geographic information systems,1,"Blackbird | Dev Shop | Remote (US or Europe) | Contract Blackbird builds web + mobile apps for startups and innovative companies. We work on interesting, greenfield projects, and rely on small, vetera"
46466619,2026-01,Go|Rust|computer programming|geographic information systems|hardware testing methods,1,"Kyber | Low-level Developers | Paris area (hybrid) and Remote in Europe | Full-time | kyber.media Kyber is an open-source SDK and platform to control remote machines, from Remote Desktop to Robots Tel"
46467076,2026-01,AI|Go|JavaScript|Kubernetes|React|TypeScript|Typescript|geographic information systems|learning management systems,1,"Hatchet | Founding Engineer | NYC or REMOTE (US and EU) |  https://hatchet.run Hey HN! I'm Alexander, one of the founders of Hatchet. Hatchet is an open-source platform for running background jobs at "
46467798,2026-01,AI|AWS|DevOps|Docker|Go|JavaScript|LLM|ML|PhD|Python|Terraform|TypeScript|computer programming|system design,1,"Ploid AI | Barcelona, Spain | HYBRID (preferably on-site) | Core Team | Full-time + Equity We’re building an AI-first bioinformatics platform to empower life science researchers with agentic AI and LL"
46467697,2026-01,AI|Outsourcing model|Rust|geographic information systems|robotics,1,"9 Mothers Defense | Robotics Engineer, Data Scientist | Austin TX | Full-time | ONSITE We're building AI-driven turrets that stop hostile drones - where robotics needs F1-level speed. We're looking fo"
46467085,2026-01,AI|JavaScript|Javascript|Python|R|geographic information systems|machine learning|r,1,"Resemble AI | San Francisco Bay Area (Mountain View, CA) | Full-Time We're creating state of the art AI models, including the leading foundation model for Deepfake Detection. Looking for full stack, f"
46466191,2026-01,CI/CD|DevOps|ElasticSearch|Helm|JavaScript|Kubernetes|MySQL|Outsourcing model|PostgreSQL|Redis|Rust|Terraform|TypeScript|database,1,"FetLife | Senior DevOps Engineer | Full-Time | Remote | 115k - 180k USD -  https://fetlife.com/jobs/devops-engineer Role: Develop and implement infrastructure upgrades, database tuning, Kubernetes and"
46466389,2026-01,AI|ML|augmented reality|computer science|computer vision,1,"Stellar Science  | Hybrid (USA) Albuquerque NM, Washington DC (Tysons VA), Dayton OH | Full time, interns/co-ops | U.S. citizenship required |  https://www.stellarscience.com Company : We're a small s"
46469063,2026-01,Django|Pytorch|computer programming|geographic information systems,1,"Blueberry Pediatrics | Full-stack Senior or Staff Engineer | REMOTE (US only) American healthcare is seldom affordable, accessible, or high-quality. We are fixing this for pediatrics. Blueberry is the"
46467492,2026-01,Flask|PostgreSQL|Python|React|service-oriented modelling,1,"Hiring: Fullstack Engineer and UI Designer (Remote, LATAM) – BudgetSimple BudgetSimple is a no-code app and site builder for personal finance coaches, creators, and advisors. We’re growing the platfor"
46469625,2026-01,AI|Cisco|Kubernetes|Outsourcing model|computer programming|geographic information systems,1,Redpanda Data | REMOTE | Full-time |  https://www.redpanda.com/careers Redpanda is pioneering the Agentic Data Plane (ADP) - a new category in AI infrastructure that makes it simple and secure to conn
46466992,2026-01,C++|Python (computer programming)|R|computer vision|geographic information systems|robotics,1,"Pickle Robot | Senior Perception Engineers & MLEs | Boston (Charlestown), MA | ONSITE / HYBRID | ROBOTICS Pickle Robot is solving the long tail of physical automation. We deploy robots that autonomous"
46468630,2026-01,augmented reality|hardware components|robotics,1,"Charge Robotics | Multiple Roles | Full-time | Onsite | SF Bay Area Hi HN! We’re a YC-backed, Series-A startup building robots that build large-scale solar farms. Check out a video of our first system"
46469865,2026-01,AI|FastAPI|Python|Python (computer programming)|R|Source (digital game creation systems)|data models|learning management systems,1,"Ionworks | Founding Systems Engineer | Remote (US) or Pittsburgh, PA | Full-time
Ionworks builds battery simulation and optimization software used by R&D teams designing next-generation batteries. We "
46469584,2026-01,RAGE (digital game creation systems)|algorithms|create prototype of user experience solutions|data storage|geographic information systems|go,1,StorPool | Senior Software Engineer - Storage Core (C/Linux) | Remote (UTC-1 to UTC+5) | Full-time | Multiple roles StorPool is building the future of data storage. Our software runs at the heart of m
46466830,2026-01,AI|geographic information systems|learning management systems,1,"Founding Engineer @ Conductor (San Francisco, ONSITE) Conductor lets you run a team of coding agents on your Mac. We launched in July through Show HN, and are used by engineers at companies like Linea"
46470899,2026-01,computer programming,1,"OpenRent | London, UK | Full-Time | ONSITE+PART REMOTE |  https://www.openrent.co.uk What sucked the last time you rented a house or flat? Come and fix it. OpenRent is a force for good in an industry "
46467206,2026-01,LESS|domain name service|hardware testing methods,1,Eleos Technologies | DNS Consulting | REMOTE (US) | Contractor We build mobile apps and supporting systems for long-haul truck drivers. We have a critical DNS registrar/hosting migration to do this ye
46469370,2026-01,AI|C++|JavaScript|LLM|LangChain|Next.js|NoSQL|Python|Python (computer programming)|React|SQL|TypeScript|computer programming|database|geographic information systems,1,"Thothmind | Software Engineers (Backend, Frontend) | REMOTE (Global) | Full-time |  https://thothmind.ai   What we're building:
  - Strategy simulation engine with real market data
  - AI-powered agen"
46469850,2026-01,Android (mobile operating systems)|Unity (digital game creation systems)|augmented reality|go,1,"Zetier | Multiple US locations (VA, PA, FL, TX, CA, NY) | ONSITE | Full-Time Zetier develops real-world tools and capabilities to secure our nation in the short- and long-term. If you’re excited to de"
46467871,2026-01,GCP|JavaScript|Node.js|TypeScript|computer programming|geographic information systems|learning management systems,1,"Freetrade | London, Budapest (ONSITE) | Full-time |  https://freetrade.io  | £75k-£140k Freetrade is a commission-free investing app used by over 1 million people in the UK. Our team is expanding, and"
46467724,2026-01,computer programming|geographic information systems,1,"teenage enginering | senior backend developer | full-time | stockholm ONSITE |  https://teenage.engineering hello, as head of it, i'm looking for another top backend developer to expand our it team.  "
46467125,2026-01,Unclassified,0,"Tandem Health | Software Engineers | On-site in Stockholm, Sweden | Full time At Tandem Health we're building a clinician copilot to allow clinicians to focus on care rather than administration. We’re"
46640681,2026-01,AI|Android (mobile operating systems)|computer programming|computer technology|robotics,1,"LiveKit | Remote | Livekit.io | VoiceAI | webRTC | Real-time communications
LiveKit is defining a new paradigm for now applications are built by providing the framework and network infrastructure for "
46468913,2026-01,AI|geographic information systems|machine learning,1,"Quantum Rise | Chicago or NYC (preferred), Remote for the right candidate | Full-time | No visa sponsorship |  https://www.quantumrise.com/ Quantum Rise is an AI-forward consulting startup serving the"
46558371,2026-01,AI|hardware testing methods,1,"I’m exploring a new venture at the intersection of content provenance, fingerprinting, and AI usage attribution (audio initially, potentially expanding to voice, animation, and other media).
The probl"
46472880,2026-01,AWS|Java|Java (computer programming)|SQL|SQL Server|Spring,1,"Lineage Logistics | Michigan, USA | REMOTE Lineage Logistics ( https://www.onelineage.com/about-us ) is hiring senior software developers with strong Java experience to build real-time warehouse manag"
46467511,2026-01,AI|augmented reality|electronic communication|geographic information systems,1,"ModPhone.ai | Business Development | REMOTE (US) | Commission + Equity | modphone.ai AI-powered phone/SMS/email/chat platform for schools, cities, and SMBs. Live paying customers, 60-second setup, mul"
