id,month,skills,has_skills,full_text,role,skill_category
46467610,2026-01,Go,1,"MiLaboratories | Bilbao, Spain | ONSITE | VISA SPONSORSHIP | RELOCATION SUPPORT We are MiLaboratories, the team behind Platforma.bio & MiXCR. We are building the ""OS for Biology""—a platform that proce",General Software Engineer,Languages
46468406,2026-01,AWS|JavaScript|React|TypeScript,1,"Blackbird | Dev Shop | Remote (US or Europe) | Contract Blackbird builds web + mobile apps for startups and innovative companies. We work on interesting, greenfield projects, and rely on small, vetera",Frontend Engineer,Cloud
46466619,2026-01,Go|Rust,1,"Kyber | Low-level Developers | Paris area (hybrid) and Remote in Europe | Full-time | kyber.media Kyber is an open-source SDK and platform to control remote machines, from Remote Desktop to Robots Tel",General Software Engineer,Languages
46467076,2026-01,AI|Go|JavaScript|Kubernetes|React|TypeScript,1,"Hatchet | Founding Engineer | NYC or REMOTE (US and EU) |  https://hatchet.run Hey HN! I'm Alexander, one of the founders of Hatchet. Hatchet is an open-source platform for running background jobs at ",Frontend Engineer,ML & AI
46467798,2026-01,AI|AWS|Docker|Go|JavaScript|LLM|Machine Learning|Python|Terraform|TypeScript,1,"Ploid AI | Barcelona, Spain | HYBRID (preferably on-site) | Core Team | Full-time + Equity We’re building an AI-first bioinformatics platform to empower life science researchers with agentic AI and LL",Backend Engineer,ML & AI
46467697,2026-01,AI|Rust,1,"9 Mothers Defense | Robotics Engineer, Data Scientist | Austin TX | Full-time | ONSITE We're building AI-driven turrets that stop hostile drones - where robotics needs F1-level speed. We're looking fo",Data Scientist,ML & AI
46467085,2026-01,AI|JavaScript|Machine Learning|Python|R,1,"Resemble AI | San Francisco Bay Area (Mountain View, CA) | Full-Time We're creating state of the art AI models, including the leading foundation model for Deepfake Detection. Looking for full stack, f",Backend Engineer,ML & AI
46466191,2026-01,Elasticsearch|Helm|JavaScript|Kubernetes|MySQL|PostgreSQL|Redis|Rust|Terraform|TypeScript,1,"FetLife | Senior DevOps Engineer | Full-Time | Remote | 115k - 180k USD -  https://fetlife.com/jobs/devops-engineer Role: Develop and implement infrastructure upgrades, database tuning, Kubernetes and",Backend Engineer,Databases
46466389,2026-01,AI|Machine Learning,1,"Stellar Science  | Hybrid (USA) Albuquerque NM, Washington DC (Tysons VA), Dayton OH | Full time, interns/co-ops | U.S. citizenship required |  https://www.stellarscience.com Company : We're a small s",ML / AI Engineer,ML & AI
46469063,2026-01,Django|PyTorch,1,"Blueberry Pediatrics | Full-stack Senior or Staff Engineer | REMOTE (US only) American healthcare is seldom affordable, accessible, or high-quality. We are fixing this for pediatrics. Blueberry is the",Backend Engineer,Backend
46467492,2026-01,Flask|PostgreSQL|Python|React,1,"Hiring: Fullstack Engineer and UI Designer (Remote, LATAM) – BudgetSimple BudgetSimple is a no-code app and site builder for personal finance coaches, creators, and advisors. We’re growing the platfor",Frontend Engineer,Backend
46469625,2026-01,AI|Kubernetes,1,Redpanda Data | REMOTE | Full-time |  https://www.redpanda.com/careers Redpanda is pioneering the Agentic Data Plane (ADP) - a new category in AI infrastructure that makes it simple and secure to conn,DevOps Engineer,ML & AI
46466992,2026-01,C++|Python|R,1,"Pickle Robot | Senior Perception Engineers & MLEs | Boston (Charlestown), MA | ONSITE / HYBRID | ROBOTICS Pickle Robot is solving the long tail of physical automation. We deploy robots that autonomous",Backend Engineer,Languages
46468630,2026-01,Unclassified,0,"Charge Robotics | Multiple Roles | Full-time | Onsite | SF Bay Area Hi HN! We’re a YC-backed, Series-A startup building robots that build large-scale solar farms. Check out a video of our first system",Unclassified,Other
46469865,2026-01,AI|FastAPI|Python|R,1,"Ionworks | Founding Systems Engineer | Remote (US) or Pittsburgh, PA | Full-time
Ionworks builds battery simulation and optimization software used by R&D teams designing next-generation batteries. We ",Backend Engineer,ML & AI
46469584,2026-01,Data Storage|Go,1,StorPool | Senior Software Engineer - Storage Core (C/Linux) | Remote (UTC-1 to UTC+5) | Full-time | Multiple roles StorPool is building the future of data storage. Our software runs at the heart of m,General Software Engineer,Other
46466830,2026-01,AI,1,"Founding Engineer @ Conductor (San Francisco, ONSITE) Conductor lets you run a team of coding agents on your Mac. We launched in July through Show HN, and are used by engineers at companies like Linea",General Software Engineer,ML & AI
46470899,2026-01,Unclassified,0,"OpenRent | London, UK | Full-Time | ONSITE+PART REMOTE |  https://www.openrent.co.uk What sucked the last time you rented a house or flat? Come and fix it. OpenRent is a force for good in an industry ",Unclassified,Other
