id,month,skills,has_skills,full_text,role,skill_category
47603039,2026-04,Unclassified,0,Oklo | Remote (US) or Santa Clara or Brooklyn | Full time |  https://oklo.com Join us in pioneering the next generation of nuclear reactors! You'll leverage your software skills alongside nuclear engi,Unclassified,Other
47606059,2026-04,.NET|C#|Python,1,Against Malaria Foundation | Senior Software Engineer | Remote (UK) | Full Time The AMF works to fight malaria in an extremely cost effective way with insecticide treated bed-nets. Every year hundreds,Backend Engineer,Backend
47601882,2026-04,Helm|Kubernetes,1,Head of Engineering & Infrastructure | Full-Time | Remote | $182k - $272k USD -  https://fetlife.com/jobs/head_of_engineering_and_infrastruct... Role: Fully own our engineering and infrastructure team,DevOps Engineer,Other
47641935,2026-04,Java|Unity,1,Furtim Modus | Hiring Java Developer (Full-Time) | NYC (HYBRID) | $125K-$200K + equity |  https://www.furtimmodus.com/software-engineer We are currently seeking a talented and driven Java Developer to,Backend Engineer,Languages
47603175,2026-04,Django|JavaScript|Python|React|TypeScript,1,"RINSE | REMOTE or San Francisco, Los Angeles, Chicago, Boston, New York City, New Jersey, Seattle, Austin, Toronto, or Washington DC | Software Engineer | Full-Time | Salary: $80k-$200k USD |  https:/",Frontend Engineer,Backend
47642878,2026-04,AI,1,"Fieldguide (fieldguide.io) | San Francisco, CA | HYBRID | FULLTIME
Vertical AI SaaS for Accounting & Audit | Fieldguide is a 150 person Series C start-up transforming how audit, advisory, and assuranc",General Software Engineer,ML & AI
47604662,2026-04,AI|Unity,1,"Higharc | REMOTE | Full-time |  https://higharc.com Thousands of homes have been built with Higharc since 2022. We’re changing the way homebuilders design, sell, estimate, and build, resulting in bett",General Software Engineer,ML & AI
47605460,2026-04,Airflow|Ict Project Management Methodologies|Java|JavaScript|Kafka|Kubernetes|Python|Rust|Svelte|Trino|TypeScript,1,"Stackable | Product Engineer - Web & UI | Remote (Germany/UK) | ~20 people | Full or part-time We build an open source data platform on Kubernetes.
The product (Stackable Data Platform - SDP) bundles ",Frontend Engineer,Data Engineering
47606483,2026-04,AI|Machine Learning|PyTorch|Python|React|Xgboost,1,"River | Senior + Staff Engineers (Elixir, React, ML/AI) | SF or NYC or REMOTE (US, Europe, South America) | Full-Time | $150K-$250K + equity |  https://jobs.ashbyhq.com/river I'm Alex, founder and CEO",Frontend Engineer,ML & AI
47606297,2026-04,Embedded Systems,1,"Copper Home | Staff Embedded Systems Engineer | ONSITE (Berkeley, CA) Copper Home (fka Channing Street Copper) builds battery-integrated induction appliances for home electrification — we're making de",General Software Engineer,Other
47604338,2026-04,Oidc|Saml,1,"Bloomberg | Senior Software Engineer | Hybrid (NYC) | Full-time | $160k - $240k USD + bonus Every day, Bloomberg’s clients rely on secure and seamless access to our products. Our team makes that possi",General Software Engineer,Other
47604474,2026-04,Unclassified,0,"FUTO | Software Engineers | Austin, TX | Remote or Onsite | Full Time
FUTO is an organization dedicated to developing, both through in-house engineering and investment, technologies that frustrate cen",Unclassified,Other
47604429,2026-04,Rust,1,"Zed Industries | North America, South America, Europe REMOTE |  https://zed.dev/  Zed is a company for developers, by developers. All 3 of our founders have spent years in the trenches writing softwar",General Software Engineer,Languages
47602635,2026-04,AI,1,"Locket |  https://locketcamera.com  | Hybrid, San Francisco + Remote | Full-time Locket is the fastest-growing social app among Gen Alpha and Gen Z. What if social media actually made you happier? Unl",General Software Engineer,ML & AI
47606922,2026-04,Unclassified,0,"PostHog | Full-Time | Product engineers, backend engineers, Technical AMs, sales leader | REMOTE (all remote) | Hiring GMT-8 to GMT+2 PostHog makes dev tools that help product engineers build successf",Unclassified,Other
47611323,2026-04,Flask|JavaScript|Python|TypeScript|Vue,1,"HUNT Cloud, NTNU | Trondheim, Norway | Full-stack software engineer | ONSITE |  https://about.hdc.ntnu.no/en/about/careers HUNT Cloud provides trustworthy cloud computing for high-impact science that ",Frontend Engineer,Backend
47638436,2026-04,AI|Penetration Testing Tool,1,"Aye Eye is building a privacy-first edge-AI camera platform: local AI, live video, device intelligence, and the app / developer tools around it. We’re hiring for 3 roles Remote (UK/EU preferred): 1) S",General Software Engineer,ML & AI
47637465,2026-04,AI|AWS|Go|JavaScript|LLM|Machine Learning|Python|Rust|TypeScript,1,"Ploid AI | Barcelona, Spain | REMOTE (preferably hybrid) | Core Team | Full-time We're building an AI-first bioinformatics platform to empower life science researchers with agentic AI and LLMs. Backed",Backend Engineer,ML & AI
47602386,2026-04,MongoDB,1,"MongoDB | Senior Developer Advocate | REMOTE (Dublin, Ireland) | Full Time My org is hiring for multiple openings for Senior Developer Advocate roles. We aren't just doing ""content."" We are the techni",Database Engineer,Databases
47625506,2026-04,AI,1,"GTM Engineer | TestGorilla TYPE: Full-time LOCATION: Remote - Spain, UK via EOR, the rest between UTC +2 to UTC +5:30 in our hiring countries via contract ( https://testgorilla-1680540968.teamtailor.c",General Software Engineer,ML & AI
47613432,2026-04,AI,1,"Checkly | Multiple Roles | REMOTE | Full time |  https://www.checklyhq.com/ 
Checkly helps engineers build reliable products by unifying testing, monitoring and observability. OpenTelemetry, Playwrigh",QA / Test Engineer,ML & AI
