id,month,skills,has_skills,full_text
47271625,2026-03,JavaScript|Ruby|computer programming,1,"Digital Health Strategies | Full Stack Product Engineer (Ruby, JavaScript) | REMOTE (USA or Canada); Washington, DC; NYC; Vancouver, BC; |  https://digitalhealthstrategies.com  | $140k - $220k We are "
47220776,2026-03,geographic information systems,1,"FUTO | Software Engineers | Austin, TX | Remote or Onsite | Full Time FUTO is an organization dedicated to developing, both through in-house engineering and investment, technologies that frustrate cen"
47270325,2026-03,AI|Computer Assisted Language Learning|FastAPI|GCP|Python|React|learning management systems,1,"Careforce AI (aka Helpcare) | Senior Fullstack Engineer | REMOTE (US)
Location: Remote (US) Remote: Yes (US Only) Willing to relocate: No Technologies: Python, FastAPI, React, Supabase, GCP, LLMs Résu"
47270606,2026-03,AI|Go|Next.js|React|database,1,"Adalat AI |  https://www.adalat.ai  | Remote (India) | Go, React, Next.js, k8s
We're Hiring at Adalat AI: Join Us in Building the Future of Justice Adalat AI is on a mission to transform India’s judic"
47220401,2026-03,AI|Elasticsearch|JavaScript|LLM|Next.js|OpenCouncil|PostgreSQL|React|Source (digital game creation systems)|TypeScript|computer technology|data engineering,1,"Schema Labs (OpenCouncil) | Civic Tech Software Engineer | Athens, Greece | Hybrid (3 days in office) | €55K-65K We're a 4-person non-profit building OpenCouncil ( https://opencouncil.gr ), an AI plat"
47268259,2026-03,AWS|Android (mobile operating systems)|JavaScript|Kotlin|Outsourcing model|Python|Swift|Terraform|TypeScript|geographic information systems|iOS,1,Duolingo | Full-time | Multiple roles | $177K-$240K for NY roles | NY and London | Hybrid Our mission is to develop the best education in the world and make it universally accessible. Our culture is e
47223685,2026-03,C++|Rust|VPN|computer programming|network engineering,1,"Proton VPN ( https://protonvpn.com/ ) | Senior Performance Engineer | Barcelona, Spain or Geneva, Switzerland | ONSITE Proton VPN enables millions of people to connect securely and privately, even in "
47219766,2026-03,AI,1,"Softmax | softmax.com | San Francisco (onsite) | Full-time THE MOST IMPORTANT UNSOLVED PROBLEM IN AI IS THE MOST POWERFUL OF ALL CAPABILITIES: ALIGNMENT. Hi, I'm Emmett. You may know me as the founder"
47226370,2026-03,Scratch (computer programming)|computer programming|computer technology|hardware testing methods,1,"SF Sauna -- SF Bay Area Electrical / Power Systems Engineer - Build a battery-integrated sauna heater Paid contract role, $80 - 150/hr, 15–25 hr initial scope This is a multi-kW DC system problem (bat"
47263177,2026-03,AI|Accel,1,"PermitFlow (YC W22) | Staff, Fullstack & Frontend Software Engineers | New York, NY | ONSITE | Full-time |  https://permitflow.com 
PermitFlow’s mission is to streamline and simplify construction perm"
47224803,2026-03,Outsourcing model|augmented reality,1,"Apple | Software Engineer - Developer Tools/LLDB | London, UK | ONSITE (3 days/week in office) The LLDB team is hiring an engineer to work on the debugger, which is used internally across Apple and ex"
47220278,2026-03,AI|computer technology|geographic information systems|learning management systems,1,"Lead Full-Stack Engineer
Marker Learning | Remote (U.S. only) | Full-time | Engineering | 185-250k I have dyslexia. I was one of the lucky ones. Diagnosed at eight, I got accommodations and support be"
